subject,band,movement,laterality_me,laterality_mi,laterality_me_minus_mi
98,beta,right_fist,0.4346114742912076,0.0431146659104755,0.3914968083807321
99,mu,left_fist,1.0530308087969054,-0.7567792100199766,1.809810018816882
99,mu,right_fist,3.2858552838052884,-2.3796906433747456,5.665545927180034
99,beta,left_fist,-0.5024174288318275,-1.0526473090393256,0.5502298802074981
99,beta,right_fist,-0.4999648753111217,-0.8053630143550561,0.3053981390439343
100,mu,left_fist,1.138098978316047,0.4810915381537078,0.6570074401623388
100,mu,right_fist,0.1653649524574074,-1.6938458740092923,1.8592108264667
100,beta,left_fist,-0.6760662413421046,-0.0524453956322543,-0.6236208457098502
100,beta,right_fist,-0.4093535823532066,0.1304259713380312,-0.5397795536912379
101,mu,left_fist,-1.2002605449365402,0.5077589484528046,-1.708019493389345
101,mu,right_fist,0.4766898475268762,0.7576896967498064,-0.2809998492229301
101,beta,left_fist,0.113520491825477,0.6463274517458705,-0.5328069599203934
101,beta,right_fist,0.2723510552191124,-0.9468909089168344,1.2192419641359469
102,mu,left_fist,2.702649611135751,0.5654362165359191,2.137213394599832
102,mu,right_fist,-0.3573646796403786,0.5896696772078966,-0.9470343568482752
102,beta,left_fist,0.6636011822012455,-0.2264480691287815,0.8900492513300271
102,beta,right_fist,-0.3549941440840312,-0.4990695829081727,0.1440754388241415
103,mu,left_fist,-0.4483898021341145,-0.201281917793925,-0.2471078843401895
103,mu,right_fist,0.0549910834675593,0.070358403692404,-0.0153673202248447
103,beta,left_fist,-0.3203853336451114,0.618206106062283,-0.9385914397073944
103,beta,right_fist,-0.0708071302688458,-0.2166049749206748,0.145797844651829
104,mu,left_fist,0.4532163413599496,0.0356211763657237,0.4175951649942258
104,mu,right_fist,0.8603754826031857,1.617996941474327,-0.7576214588711412
104,beta,left_fist,0.3128199378940079,0.0978025680429304,0.2150173698510775
104,beta,right_fist,1.0558068146492,0.8955506197536224,0.1602561948955777
105,mu,left_fist,-2.8812865309888136,-0.0453461882795616,-2.835940342709252
105,mu,right_fist,-0.5628222654334016,0.4185907999022196,-0.9814130653356212
105,beta,left_fist,-0.4025779634935624,0.0729619908498535,-0.4755399543434159
105,beta,right_fist,0.3340174521401747,0.3450647062884466,-0.0110472541482718
106,mu,left_fist,-0.5237470535634214,0.4389930628416221,-0.9627401164050436
106,mu,right_fist,-0.7114665624483035,0.4089642576969599,-1.1204308201452635
106,beta,left_fist,0.3717402528219363,1.529091932367697,-1.1573516795457608
106,beta,right_fist,0.3387248220957111,0.133934815255338,0.204790006840373
107,mu,left_fist,0.4323776107449043,-0.419796451708055,0.8521740624529592
107,mu,right_fist,0.7456241287607033,0.173502421433075,0.5721217073276282
107,beta,left_fist,0.0327103612776055,0.2387162569401695,-0.206005895662564
107,beta,right_fist,1.0167280373881955,0.4753516043771068,0.5413764330110887
108,mu,left_fist,0.8364584993313802,-0.0436407843970403,0.8800992837284205
108,mu,right_fist,-1.5575283155411972,-3.083980650158716,1.5264523346175185
108,beta,left_fist,-0.3306885347994355,0.0675689255898377,-0.3982574603892732
108,beta,right_fist,-1.0059763047544446,-0.9065987227961868,-0.0993775819582578
